producto;precio;subcategoria;categoria;imagen
AREPA DE YUCA MASMAÍ 4 UND - 240 G;$ 4.190;Arepas;Alimentos y despensas;
AREPA EXTRAQUESO MASMAÍ 4 UND - 720 G;$ 5.350;Arepas;Alimentos y despensas;
AREPA DE CHÓCOLO 5 UND MASMAÍ 400 GRS;$ 2.990;Arepas;Alimentos y despensas;
AREPA CON QUESO MOZZARELLA MASMAI 400 GRS;$ 4.290;Arepas;Alimentos y despensas;
AREPA DE MAÍZ BLANCO CON AVENA Y CHÍA MASMAÍ 5 ;$ 3.990;Arepas;Alimentos y despensas;
AREPA BLANCA MASMAÍ 5 UND - 400 G;$ 1.450;Arepas;Alimentos y despensas;
AREPA AMARILLA MASMAÍ 5 UND - 400 G;$ 1.450;Arepas;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000137.png
AREPA MINITELA BLANCA MASMAI 10 UND - 500 G;$ 1.590;Arepas;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000138.png
CALDO DE COSTILLA MAGGI 10 UND 80 G;$ 4.290;Caldos, Sopas y Bases;Alimentos y despensas;
CALDO DE GALLINA MAGGI 10 UND 88 G;$ 4.290;Caldos, Sopas y Bases;Alimentos y despensas;
CALDO DE GALLINA SPECIARIA 8 UND - 84 G;$ 1.990;Caldos, Sopas y Bases;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001009.png
CREMA DE CHÓCLO VELSUP 70 G;$ 1.390;Caldos, Sopas y Bases;Alimentos y despensas;
CALDO DE COSTILLA SPECIARIA 84 G 8 CUBOS;$ 1.990;Caldos, Sopas y Bases;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002007.png
BASE PARA SALSA BOLOÑESA RICO 50 G;$ 1.890;Caldos, Sopas y Bases;Alimentos y despensas;
SOPA CREMA DE POLLO RICO 45 GR;$ 1.490;Caldos, Sopas y Bases;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003454.png
BASE PARA SALSA BECHAMEL/GULASH RICO 45 G;$ 2.090;Caldos, Sopas y Bases;Alimentos y despensas;
SOPA CREMA CHOCLO RICO 45 G;$ 1.290;Caldos, Sopas y Bases;Alimentos y despensas;
SALCHICHA RANCHERA X 131 G X 4 UD;$ 5.290;Carnes Frias;Alimentos y despensas;
JAMON PIETRAN ESTANDAR 167 GRS;$ 6.790;Carnes Frias;Alimentos y despensas;
COMBO TRADICIONAL VIANDE 900 GR;$ 9.890;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003882.png
MORCILLA VIANDÉ 500 GRS;$ 6.700;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000108.png
JAMÓN DE POLLO PREMIUM BRAKEL 250 G;$ 5.990;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000360.png
COSTILLA DE CERDO AHUMADA BIG BOB 450 G;$ 13.990;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000442.png
JAMÓN SERRANO LOURISIERRA 80 G;$ 7.450;Carnes Frias;Alimentos y despensas;
JAMON PERNIL CERDO PREMIUM VIANDÉ 250 G;$ 8.190;Carnes Frias;Alimentos y despensas;
SALCHICHÓN DE POLLO BRAKEL 500 G;$ 5.190;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000591.png
SALCHICHÓN CERVECERO VIANDÉ 500 G;$ 7.990;Carnes Frias;Alimentos y despensas;
SALCHICHA TIPO PARRILLA BIG BOB 280 G;$ 7.450;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001606.png
SALCHICHA PERRO AMERICANA BIG BOB 430 G;$ 8.150;Carnes Frias;Alimentos y despensas;
SALCHICHÓN TRADICIONAL VIANDÉ 500 G;$ 4.850;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001741.png
CHORIZO VELA + SALAMI LOURISIERRA 80 G;$ 7.390;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002478.png
CABANO VIANDE 68 GR X 4 UD;$ 3.550;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003468.png
CHORIZO CAMPESINO AHUMADO VIANDÉ 225 GRS;$ 3.550;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000081.png
CHORIZO TIPO TERNERA VIANDÉ 500 G;$ 9.990;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000272.png
CHORIZO SANTARROSANO VIANDÉ 225 G;$ 4.990;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000298.png
MORTADELA POLLO PREMIUM BRAKEL 250 G;$ 3.990;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000331.png
JAMÓN DE CERDO PREMIUM VIANDÉ 300 G;$ 7.250;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000388.png
HAMBURGUESA DE RES VIANDÉ 450 G;$ 8.690;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000575.png
TOCINETA TIPO SANDWICH VIANDÉ 200 G;$ 5.490;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000770.png
SALCHICHA MINIMANGUERA VIANDÉ 480 G;$ 4.790;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000913.png
JAMON DE PAVO WHITE HOLLAND 250 G;$ 9.350;Carnes Frias;Alimentos y despensas;
JAMÓN DE CERDO VIANDÉ 400 GRS;$ 6.650;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000077.png
MORTADELA FINA VIANDÉ 225 GRS;$ 1.990;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000079.png
SALCHICHA PARRILLA VIANDÉ 500 GRS;$ 9.250;Carnes Frias;Alimentos y despensas;
TOCINETA AHUMADA VIANDÉ 150 GRS;$ 4.990;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000078.png
SALCHICHA TRADICIONAL VIANDÉ 450 GRS;$ 5.490;Carnes Frias;Alimentos y despensas;
BUTIFARRA VIANDE 500 G;$ 6.790;Carnes Frias;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002503.png
CHOCO KRISPIS KELLOGG¿S 200 G;$ 6.450;Cereales;Alimentos y despensas;
ZUCARITAS KELLOGG¿S 200 G;$ 6.590;Cereales;Alimentos y despensas;
CEREAL FLIPS CHOCOLATE 400 G;$ 12.790;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002957.png
FROOT LOOPS KELLOGG°S 160 G;$ 6.190;Cereales;Alimentos y despensas;
CEREAL ORIGINAL FITNESS 230 G;$ 8.990;Cereales;Alimentos y despensas;
CEREAL DE AVENA CON CANELA FIT GRAAN 300 G;$ 9.450;Cereales;Alimentos y despensas;
BARRAS DE CEREAL FIT GRAAN 138 G;$ 4.990;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001662.png
CEREAL DE MAIZ Y QUINUA FIT GRAAN 300 G;$ 5.490;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001915.png
HOJUELA DE MAIZ NATURAL FIT GRAAN 300 GR;$ 4.990;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003664.png
HOJUELAS AZUCARADAS FIOCCO 300 G;$ 4.490;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000392.png
ARROZ ACHOCOLATADO FIOCCO 320 G;$ 4.990;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000393.png
AROS FRUTALES FIOCCO 230 G;$ 4.490;Cereales;Alimentos y despensas;
AVENA EN HOJUELAS FIT GRAAN 250 G;$ 1.490;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000457.png
GRANOLA FRUTOS ROJOS FIT GRAAN 350 G;$ 4.590;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000460.png
GRANOLA COCO Y PASAS FIT GRAAN 350 G;$ 4.590;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001666.png
CEREAL LUCKY CHARMS 150 G;$ 6.990;Cereales;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12005442.png
SAL REFISAL 1000 G;$ 2.190;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002874.png
MEZCLA CONDIMENTOS SAZONAREY 35 G;$ 1.090;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002917.png
PASTA DE PIMENTÓN DELIKA 110 G;$ 1.990;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004030.png
MEZCLA PARA ADOBAR DELIKA 110 G;$ 1.990;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004031.png
PASTA DE AJO DELIKA 110 G;$ 1.990;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004032.png
BICARBONATO DE SODIO SPECIARIA 200 GR;$ 2.290;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003098.png
CANELA MOLIDA PURA SPECIARIA 28 G;$ 2.600;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003282.png
TOMILLO SPECIARIA 20 G;$ 1.900;Condimentos;Alimentos y despensas;
COLORANTE NATURAL CURCUMA SPECIARIA 28 G;$ 1.750;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003288.png
COMINO SPECIARIA 28 G;$ 2.200;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003289.png
LAUREL SPECIARIA 20 G;$ 1.750;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003290.png
OREGANO SPECIARIA 20 G;$ 1.990;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003291.png
PIMIENTA MOLIDA SPECIARIA 28 G;$ 2.090;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003292.png
AJO GRANULADO SPECIARIA 28 G;$ 2.090;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003293.png
CANELA EN ASTILLAS SPECIARIA 20 GR;$ 2.450;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003388.png
MORINGA EN HOJAS SPECIARIA 8 G;$ 1.590;Condimentos;Alimentos y despensas;
PAPRIKA SPECIARIA 28 G;$ 1.590;Condimentos;Alimentos y despensas;
JENGIBRE EN POLVO SPECIARIA 28 G;$ 1.790;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003840.png
CURRY EN POLVO SPECIARIA 28 G;$ 1.590;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003893.png
CLAVO ENTERO SPECIARIA 20 G;$ 2.890;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003894.png
PASTA DE CEBOLLA LARGA DELIKA 110 G;$ 1.990;Condimentos;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004082.png
TIRUDITO SUPERCOCO (8g) 15U;$ 3.690;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002101.png
GALLETA WAFER COCOSETTE 50 G;$ 1.590;Dulcería;Alimentos y despensas;
BOM BOM BUM FRESA PQ 6;$ 2.450;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003348.png
CHOCOLATE KITKAT CHUNKY 40 GRS;$ 2.690;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003733.png
HALLS LIMON Y MIEL 9S;$ 1.490;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003917.png
TRIDENT MENTA SIN AZUCAR 5S;$ 1.490;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003918.png
CREMA DE AVELLANAS NUZART 350 G;$ 8.990;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000285.png
CREMA DE AVELLANAS DUO NUZART 350 G;$ 6.990;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000356.png
CHOCOLATINA KEO 12 UND 144 G;$ 4.490;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001101.png
TRIDENT SIN AZUCAR FRESHMINT 18;$ 3.500;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001147.png
CARAMELOS MASTICABLES SPARKIES 25 G;$ 1.390;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001150.png
LAMINAS DE CHOCOLATE BISCOLATA CHOCOCHIPS 115 G;$ 8.990;Dulcería;Alimentos y despensas;
BARRA DE CHOCOLATE CON MANÍ JUMBO 40 G;$ 2.790;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001688.png
GALLETA WAFER RECUBIERTA DE CHOCOLATE JET WAFER;$ 1.000;Dulcería;Alimentos y despensas;https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001844.png
